"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"24842391243","Fri May 09 11:51:47 +0000 2025","0","@TadEastman @freudenschade It happened https://t.co/ymfRYEwhmN","1920808915622662278","https://pbs.twimg.com/tweet_video_thumb/GqgVhU4WsAA3ApD.jpg","TadEastman","en","Mashinani ","0","0","0","https://x.com/254ksh/status/1920808915622662278","1582673026402996224","254ksh"
"1920804443412365637","Fri May 09 11:34:00 +0000 2025","2","There are people claiming that KSH is bribing the media offered 1 billion won to buy a recording and even sent someone to attack a witness. But where are these accusations coming from? Kim Se Ui and only Kim Se Ui. How is this not just gossip? #KimSoohyun","1920804443412365637","","","en","","0","0","0","https://x.com/BeeZeebub/status/1920804443412365637","1772240606875828224","BeeZeebub"
"1920738980342939663","Fri May 09 11:26:33 +0000 2025","27","@Londvoting Garo Sero somos buenas elige por donde comenzarás #WeStandWithKimSooHyun GLOBAL FANDOM ONE VOICE FOR TRUTH #ProtectKimSooHyunKnockOffTruth https://t.co/OoZjG5yFVW","1920802565408588206","https://pbs.twimg.com/media/GqgPwPnX0AAGZ2k.jpg","Londvoting","es","Irun, Spain","0","3","9","https://x.com/ksh_espana/status/1920802565408588206","1579085330321489921","ksh_espana"
"1920802163699167335","Fri May 09 11:24:57 +0000 2025","4"," This is a serious criminal act that cannot be compared to the crimes Kim Se-ui has committed so far. We'll do our best to ensure Kim Se-ui &amp; #KimSaeRon's bereaved family are punished according to the law. ~#KimSooHyun Legal Rep. #WeStandWithKimSooHyun https://t.co/9FNcbdZoRi","1920802163699167335","","","en","","0","0","0","https://x.com/KSHConnexAU/status/1920802163699167335","1160479633063596032","KSHConnexAU"
"1920799598710243544","Fri May 09 11:14:45 +0000 2025","64","Every single claim made at the Garosero press conference on May 7th was a lie. #ksh_truth #ksh_willprove #김수현 #KimSooHyun #디즈니플러스 #넉오프 #knockoff #金秀賢 #キムスヒョン #คิมซูฮยอน #kimsoohyun_global_fan_union #WeStandwithKimSooHyun https://t.co/YsYSEcXdNX","1920799598710243544","https://pbs.twimg.com/media/GqgNC-ZWgAAxZkh.jpg","","en","","3","0","18","https://x.com/EchoesOfKSH_CN/status/1920799598710243544","1868544523565158400","EchoesOfKSH_CN"
"1920791573928775682","Fri May 09 10:42:52 +0000 2025","55","When Kim Sae-ron told a New Jersey conman I dated Kim Soo-hyun at the military academy and then broke up the typical response was: What? Really? Why did you break up? But in the AI ​​Kim Sae-ron recording the other party's reaction is: What university did you graduate","1920791573928775682","","","en","United States","1","1","6","https://x.com/graffychi/status/1920791573928775682","1805218170904641536","graffychi"
"1920786315752157428","Fri May 09 10:29:21 +0000 2025","17","@tenennessy Te estamos esperando y sin lugar a duda volveremos a ver esa hermosa sonrisa que nos hace mucha falta. #WeStandWithKimSooHyun GLOBAL FANDOM ONE VOICE FOR TRUTH #ProtectKimSooHyunKnockOffTruth https://t.co/T68gynuRFt","1920788171853279466","https://pbs.twimg.com/media/GqgCqcRXQAAQ5V2.jpg","tenennessy","es","Irun, Spain","0","2","4","https://x.com/ksh_espana/status/1920788171853279466","1579085330321489921","ksh_espana"
"1920706558565958052","Fri May 09 10:28:26 +0000 2025","3","@soompi I will support you my ultimate celebrity crush Kim Soo-Hyun oppa fighting #WeStandWithKimSooHyun","1920787940805845177","","soompi","en","Ivisan, Western Visayas","0","0","0","https://x.com/xoxogivemekriz/status/1920787940805845177","1287760144374231041","xoxogivemekriz"
"1920459403041399246","Fri May 09 10:13:51 +0000 2025","0","@kalistuds @SalanghalT @kdrama_menfess what do u think is it fake or real? is it with ksh or her real bf at that time?","1920784270009733176","","kalistuds","en","moon star sun","0","0","0","https://x.com/kimNEKOyaa/status/1920784270009733176","1837793649268285440","kimNEKOyaa"
"1920782824073806018","Fri May 09 10:08:06 +0000 2025","0","Kim Soo-hyun row: Actor hits back files new lawsuit against Kim Sae-ron's family https://t.co/1VTmwyLWc3","1920782824073806018","","","en","Delhi, India","0","0","0","https://x.com/Showbiz_IT/status/1920782824073806018","1088334553","Showbiz_IT"
"1920768058810933675","Fri May 09 10:06:41 +0000 2025","0","@urgirlwanjiru My monthly SHA contribution ni ksh 250 NHIF nilikuwa natoa Mia Tano. Jameniii....","1920782467570565261","","urgirlwanjiru","tl","","0","0","0","https://x.com/kim_k_alex/status/1920782467570565261","3872076029","kim_k_alex"
"1920782335076676011","Fri May 09 10:06:09 +0000 2025","27","Wow thanks kim soo hyun fans from India #ksh_truth #ksh_willprove #KimSooHyun #김수현 #DisneyPlus #KnockOff #金秀賢 #キムスヒョン #คิมซูฮยอน #kimsoohyun_global_fan_union #WeStandwithKimSooHyun","1920782335076676011","","","en","","0","0","4","https://x.com/kshcomeback/status/1920782335076676011","1265143731210027008","kshcomeback"
"1920780623582548043","Fri May 09 10:00:41 +0000 2025","39","[20250508 - Lee Jin-ho s Video] The Truth: Kim Sae-ron's Voice Recording is AI-Fabricated! Garosero s Kim Se-ui in the Eyes of a New Jersey Scammer ? &lt;English Translation - Part 2&gt; ￼ https://t.co/vYtjdzNhQL #WeStandWithKimSooHyun #김수현 #KimSooHyun #金秀賢 https://t.co/THDIkxgkrH","1920780958925520957","https://pbs.twimg.com/media/Gqf8F5lWwAAQipR.jpg","EchoesOfKSH_CN","en","","0","0","15","https://x.com/EchoesOfKSH_CN/status/1920780958925520957","1868544523565158400","EchoesOfKSH_CN"
"1920780623582548043","Fri May 09 09:59:21 +0000 2025","105","[20250508 - Lee Jin-ho s Video] The Truth: Kim Sae-ron's Voice Recording is AI-Fabricated! Garosero s Kim Se-ui in the Eyes of a New Jersey Scammer ? &lt;English Translation - Part 1 (CONT.)&gt; https://t.co/znwZVkyOmq #WeStandWithKimSooHyun #김수현 #KimSooHyun #金秀賢 https://t.co/h818Itn3yg","1920780623582548043","https://pbs.twimg.com/media/Gqf7yKVbsAAXuT_.jpg","","en","","1","3","38","https://x.com/EchoesOfKSH_CN/status/1920780623582548043","1868544523565158400","EchoesOfKSH_CN"
"1920766835147866413","Fri May 09 09:58:15 +0000 2025","1","@BigSis9ja I completely stand with you and K Stars ⭐️! Kim Soo-hyun has always been a true gem in the K-drama world and it s heartbreaking to see him dragged through this mess. Won Bin s silence until now speaks volumes he should ve stepped up sooner instead of riding the wave of fake","1920780345495994561","","BigSis9ja","en","Nigeria","0","0","0","https://x.com/Preciou31226/status/1920780345495994561","1501833029211369472","Preciou31226"
"1920777976955752542","Fri May 09 09:48:50 +0000 2025","2","Legal representatives for Korean actor Kim Soo-hyun and his agency Gold Medalist have filed additional complaints and pressed charges against the operator of YouTube channel HoverLab Inc. and the family of late actress Kim Sae-ron. https://t.co/pnzV2GE64f","1920777976955752542","","","en","Manila, Philippines","0","0","0","https://x.com/PhilstarNews/status/1920777976955752542","55118669","PhilstarNews"
"1920681170309644481","Fri May 09 09:39:26 +0000 2025","0","@aenaergae @TaufiqMuhammad0 @txtdrimedia Dia singgung soal Kim Jong Un mknya gue ksh info. Kalau meme kayak gitu ada di Korut pasti udh jd kacang goreng di sana. Kalau di sini cuma ditangkap. Kalau pun dihukum plg bbrp bln.","1920775612580454671","","aenaergae","in","Moskow, Rusia","0","1","0","https://x.com/BeBuzzerNKRI/status/1920775612580454671","998800626816499712","BeBuzzerNKRI"
"1920770012723507331","Fri May 09 09:17:11 +0000 2025","170","From miles away in India our hearts shine just as bright sending unwavering love and support to Kim Soo-hyun with a special LED truck! No distance can dim our dedication. Heartfelt support from India 🇮🇳to Seoul 🇰🇷 on the 12th of May. Our truck support will travel through Seoul https://t.co/c5mlKFUxAP","1920770012723507331","https://pbs.twimg.com/media/GqfyJW8WkAAU2zZ.jpg","","en"," 🇮🇳 ","3","6","50","https://x.com/dramaLove05/status/1920770012723507331","1635969497218572290","dramaLove05"
"1920767522262974487","Fri May 09 09:07:18 +0000 2025","111","Heartfelt support from India 🇮🇳to Seoul 🇰🇷 On the 12th of May. Our truck support will travel through Seoul delivering love from India🇮🇳 to Kim SooHyun. India as part of the global fan union stands in solidarity with Kim SooHyun!!! #ksh_truth #ksh_willprove #KimSooHyun #김수현 https://t.co/SyX4AKEBG0","1920767522262974487","https://pbs.twimg.com/media/Gqfv31FWMAALDye.jpg","","en","","0","5","21","https://x.com/SatabdiHal64469/status/1920767522262974487","1907298609110081536","SatabdiHal64469"
"1920767416889475320","Fri May 09 09:06:52 +0000 2025","16","Kim Soo-hyun Fan Union Kwon Y oung-chan and Malicious Comme nters Sue for Defamation... Sprea ding False Information [Full Text] #KimSooHyun #WeStandWithKimSooHyun https://t.co/FZSHzqMe2R https://t.co/rbC6MQalUH","1920767416889475320","https://pbs.twimg.com/media/GqfvyUSWAAA_5Jk.jpg","","en"," 🇮🇳 ","0","0","4","https://x.com/dramaLove05/status/1920767416889475320","1635969497218572290","dramaLove05"
"1920766738896965759","Fri May 09 09:04:11 +0000 2025","0","Please I beg you do not fall for this. This individual was brutally attacked &amp; barely survived... they must be utterly terrified for their life &amp; their loved ones &amp; obviously they will say anything to escape safely. We already know the truth from Kim Saeron. KSH is a predator.","1920766738896965759","","","en","any prns!! | 26","0","0","0","https://x.com/nayeonbunnyz/status/1920766738896965759","1683776704806887424","nayeonbunnyz"
"1920500944300638648","Fri May 09 08:42:59 +0000 2025","4","@annymb227160 We are just starting with him he will pee in his pants by the time we are done with him. Bring it on Mr Kim fabricator &amp; liar","1920761402983109116","","annymb227160","en","","0","1","0","https://x.com/bunmi271392/status/1920761402983109116","1853766972816699392","bunmi271392"
"1920756410364625268","Fri May 09 08:24:16 +0000 2025","32","[Naver Blog] I Have Filed a Police Complaint Against Garosero s Kim Se-ui By Reporter Kang Kyung-yoon (May 8th 2025) &lt;English Translation - Part 2&gt; ￼ https://t.co/RrxCrxO55e #WeStandWithKimSooHyun #김수현 #KimSooHyun #金秀賢 #キムスヒョン #คิมซูฮยอน https://t.co/nIzMGKPGCc","1920756694889500679","https://pbs.twimg.com/media/GqfmBmXWkAACc10.jpg","EchoesOfKSH_CN","en","","0","0","9","https://x.com/EchoesOfKSH_CN/status/1920756694889500679","1868544523565158400","EchoesOfKSH_CN"
"1920756410364625268","Fri May 09 08:23:08 +0000 2025","95","[Naver Blog] I Have Filed a Police Complaint Against Garosero s Kim Se-ui By Reporter Kang Kyung-yoon (May 8th 2025) &lt;English Translation - Part 1 (CONT.)&gt; https://t.co/RrxCrxO55e #WeStandWithKimSooHyun #김수현 #KimSooHyun #金秀賢 #キムスヒョン #คิมซูฮยอน https://t.co/tabiOvquiU","1920756410364625268","https://pbs.twimg.com/media/GqflwTUbEAAevIi.jpg","","en","","0","1","22","https://x.com/EchoesOfKSH_CN/status/1920756410364625268","1868544523565158400","EchoesOfKSH_CN"
"1920753417581895842","Fri May 09 08:11:15 +0000 2025","10","https://t.co/J41r7Q8HD1 [In a place where lies and truth face each other Kim Soo-hyun's fan union responded with movement instead of silence. Standing before the star's wavering reputation the fan union called for legal judgment on the malicious commenters and revealed the","1920753417581895842","","","en","","0","0","2","https://x.com/nne1228/status/1920753417581895842","1799525074682183680","nne1228"
"1920753239626272976","Fri May 09 08:10:32 +0000 2025","0","Kim Soo-hyun dépose de nouvelles plaintes pour diffamation contre un youtubeur et la famille de Kim Sae-ron https://t.co/nIT0vDsBTC","1920753239626272976","","","fr","Séoul, Corée du Sud","0","0","0","https://x.com/Yonhapfr/status/1920753239626272976","106658325","Yonhapfr"
"1920752142224126112","Fri May 09 08:06:11 +0000 2025","22"," Malicious False Facts Kim Soo-hyun Fan Union Accuses Kwon Young-chan and 100 Malicious Commenters #KimSooHyun #WeStandwithKimsoohyun https://t.co/v27XG4Z8rv https://t.co/s5e3pXofdU","1920752142224126112","https://pbs.twimg.com/media/Gqfh481WgAAVIN_.jpg","","en"," 🇮🇳 ","0","0","4","https://x.com/dramaLove05/status/1920752142224126112","1635969497218572290","dramaLove05"
"1920751074899623950","Fri May 09 08:01:56 +0000 2025","89","We Believe in the Truth Kim Soo Hyun Will Prove and We Remain. Fans Continue to Wait for Kim Soo Hyun and Knock-Off. #ksh_truth #ksh_willprove #김수현 #KimSooHyun #디즈니플러스 #넉오프 #knockoff #金秀賢 #キムスヒョン #คิมซูฮยอน #kimsoohyun_global_fan_union #WeStandwithKimSooHyun https://t.co/4g74ICzjo1","1920751074899623950","https://pbs.twimg.com/media/Gqfg6vNbcAMaWQO.jpg","","en","","0","0","14","https://x.com/ksh1stCN/status/1920751074899623950","548165948","ksh1stCN"
"1920748988849856735","Fri May 09 07:53:39 +0000 2025","16"," Strong Response to Malicious Falsehoods Kim Soo-hyun Fan Union Accuses Kwon Young-chan and Malicious Commenters → Tension Over Legal Dispute #KimSooHyun #WeStandWithKimSoohyun https://t.co/Pv0WltZcMF https://t.co/8xb8u7z2ZX","1920748988849856735","https://pbs.twimg.com/media/GqffAq6WQAA5Ei5.jpg","","en"," 🇮🇳 ","0","0","4","https://x.com/dramaLove05/status/1920748988849856735","1635969497218572290","dramaLove05"
"1920627306240094517","Fri May 09 07:51:43 +0000 2025","0","@TellesBia @Koreaboo Kim saeron went to KSH house on 2018 it's clear evidence and they admitted it real but have KSH family too but nowhere his family picture why?","1920748501954179550","","TellesBia","en","","0","1","0","https://x.com/gg_flm/status/1920748501954179550","3298454396","gg_flm"
"1920743988497203555","Fri May 09 07:33:47 +0000 2025","13","Kim Soo-hyun Fan Union Kwon Young-chan and malicious commenters defamation lawsuit #KimSooHyun #WeStandwithKimsoohyun https://t.co/q3MMSw7zUr https://t.co/yQgU6l0z4Y","1920743988497203555","https://pbs.twimg.com/media/Gqfaei7WcAA6nOE.jpg","","en"," 🇮🇳 ","0","0","2","https://x.com/dramaLove05/status/1920743988497203555","1635969497218572290","dramaLove05"
"1920743782363898165","Fri May 09 07:32:58 +0000 2025","3","Kim Soo-hyun Files Additional Lawsuits Against Gaseyeon Late Kim Sae-ron s Family https://t.co/zYyCn1rxpN #김수현 #가세연 #김새론 #유족 #고소 #진실공방 #법정다툼 #KimSooHyun #Gaseyeon #KimSaeron #lawsuit #fight #additional @soohyun_k216 @KIMSOOHYUN_JP @rlaeownd206 @hover_lab https://t.co/s2PF8FL8Rp","1920743782363898165","https://pbs.twimg.com/media/GqfZsZUaQAAmBSs.png","","en","서울 ","0","0","0","https://x.com/kvibe_yonhap/status/1920743782363898165","1351374160992235521","kvibe_yonhap"
"1920742883583213685","Fri May 09 07:29:23 +0000 2025","50","Fandom to 'Protect Kim Soo-hyun' Collectively Accuses 100 Malicious Commenters #KimSooHyun #WeStandWithKimSoohyun https://t.co/y1lmZiBZwD https://t.co/EHxv82SHov","1920742883583213685","https://pbs.twimg.com/media/GqfZeS7WwAABOMK.jpg","","en"," 🇮🇳 ","0","0","13","https://x.com/dramaLove05/status/1920742883583213685","1635969497218572290","dramaLove05"
"1920720107233562699","Fri May 09 07:20:33 +0000 2025","7","@sadio_c @__ekleona Exactly reason why I'm not buying this statement. He definitely has a hand in all this chaos. #KimSooHyun rejecting money from him was a major reason for the backlash yet he kept quite meaning he was enjoying the hate KSH was receiving. I still don't trust this kim woobin","1920740660467913190","","sadio_c","en","","0","1","0","https://x.com/imwhotheysay/status/1920740660467913190","1632760088329854976","imwhotheysay"
"1920737784098148498","Fri May 09 07:18:53 +0000 2025","16","Kim Soo-hyun Fan Union filed lawsuit against Kwon Young-chan and malicious commenters https://t.co/vp9kkpIQcG https://t.co/5ttS6K0tYL https://t.co/PVSxgunraK https://t.co/Lq1Suliw12 https://t.co/MOVVu6se6v","1920740239955398955","https://pbs.twimg.com/media/GqfXEJ7XEAAjEEI.jpg","MC4864647819354","en","","0","0","4","https://x.com/MC4864647819354/status/1920740239955398955","1805471273314828288","MC4864647819354"
"1920740170782982387","Fri May 09 07:18:36 +0000 2025","15","Kim Soo-hyun Fans' Union Kwon Young-chan Defamation Accusation #KimSooHyun #WeStandWithKimSoohyun https://t.co/A5jJ34Xyvk https://t.co/vCBE7mw3hE","1920740170782982387","https://pbs.twimg.com/media/GqfXAZtXYAA5qzO.jpg","","en"," 🇮🇳 ","0","0","2","https://x.com/dramaLove05/status/1920740170782982387","1635969497218572290","dramaLove05"
"1920739021908529531","Fri May 09 07:14:03 +0000 2025","16","Kim Soohyun &amp; his fans have seen it all in the space of 60 plus days -Claimed she died on his Birthday -Character Defamation to cause rift between him &amp; his fans -Falsehood Fabrication &amp; Manipulation of Evidence -Claimed they only want an Apology we know Better #KSH https://t.co/WSvmbx945W","1920739021908529531","https://pbs.twimg.com/media/GqfV9WjWsAAD-Dj.jpg","","en","","1","1","4","https://x.com/Oyinlove968971/status/1920739021908529531","1903007592621731840","Oyinlove968971"
"1920737478345949461","Fri May 09 07:07:55 +0000 2025","96","Kim Soo-hyun Fandom YouTuber Kwon Young-chan → Reports 100 Malicious Commenters We Can't Sit By Anymore Spreading False Information [Full Text] #KimSooHyun #WeStandwithKimsoohyun https://t.co/rBAtCMBkxA https://t.co/osIZRaklkM","1920737478345949461","https://pbs.twimg.com/media/GqfUiZ_XUAAK6h5.jpg","","en"," 🇮🇳 ","1","1","22","https://x.com/dramaLove05/status/1920737478345949461","1635969497218572290","dramaLove05"
"1920314968152682546","Fri May 09 07:00:22 +0000 2025","6","@kurumareneko Shameless just like Garosatan and his minions KSH isn t to blame for your filthy habit of sexualizing everything at least search before spewing shit lies to save you from embarrassing yourself","1920735579290902529","","kurumareneko","en","","0","0","0","https://x.com/HyuniHyuniKim/status/1920735579290902529","1762129033532223488","HyuniHyuniKim"
"1920734812731830562","Fri May 09 06:57:36 +0000 2025","11","9. List of thumbnails and titles of videos related to Kim Sae ron that Lee Jin ho 1 KSR deleted it in the blink of an eye. After the rumor of marriage is it silent? Try calling directly to see 2 The outbreak of KSR Why did you post a photo with KSH? 3 In the end https://t.co/CyYWGgGcX5","1920734885549142068","https://pbs.twimg.com/media/GqfSMfRbcAI7dQM.jpg","onlyme_8386","en","","0","0","3","https://x.com/onlyme_8386/status/1920734885549142068","1675223277680353280","onlyme_8386"
"1920734644989030537","Fri May 09 06:56:39 +0000 2025","169","Kim Soo-hyun Fan Union Swords Drawn... YouTuber Kwon Young-chan → 100 Malicious Commenters Reported [Official] The fandom of actor Kim Soo-hyun has filed a complaint against comedian-turned-YouTuber Kwon Young-chan and over 100 malicious commenters. On the 9th attorney https://t.co/AJVXCmiQjw","1920734644989030537","https://pbs.twimg.com/media/GqfR-hIWwAAUf1m.jpg","","en","United States","2","9","51","https://x.com/graffychi/status/1920734644989030537","1805218170904641536","graffychi"
"1920718680012259827","Fri May 09 06:55:47 +0000 2025","0","@moneygurusumit Kim jong un ? ","1920734427593732421","","moneygurusumit","en","Ahmedabad City, India","0","0","0","https://x.com/BhaaratKsh13329/status/1920734427593732421","1635590822753193985","BhaaratKsh13329"
"1920733684845428783","Fri May 09 06:52:50 +0000 2025","7","Kim Soo-hyun Fan Union Swords Drawn... ＂YouTuber Kwon Young-chan → 100 Malicious Commenters Reported＂ [Official] (출처 : 네이버 연예) https://t.co/cne8Yd13Pe Fan Union: We will respond strongly to the spread of false information about Kim Soo-hyun #WeStandwithKimSooHyun https://t.co/pPhBf1vs68","1920733684845428783","https://pbs.twimg.com/media/GqfRGzEbcAALPXV.jpg","","en","","1","0","1","https://x.com/MC4864647819354/status/1920733684845428783","1805471273314828288","MC4864647819354"
"1920732134458769692","Fri May 09 06:46:40 +0000 2025","0","Awas loe ya Kim Pantat Sempak (Soo-hyun)! Gue potong titit loe! #boycottkimsoohyun https://t.co/Ux0xWzadyW","1920732134458769692","https://pbs.twimg.com/media/GqfPsnbbcAA-yZ2.jpg","","in","","0","0","0","https://x.com/JanuarAnni63084/status/1920732134458769692","1649211953578127360","JanuarAnni63084"
